Year;Location_Code;District;Municipality;Parish;Sex;Age;Population;Notes;Population_corrected
2021;11318;Aveiro;Oliveira de Azeméis;São Roque;M;65 and older;545;;545
2021;60215;Coimbra;Cantanhede;São Caetano;F;0 - 14 year old;28;;28
2021;470109;Ilha do Faial;Horta;Pedro Miguel;M;65 and older;62;;62
2021;160819;Viana do Castelo;Valença;União das freguesias de São Julião e Silva;F;15 - 24 year old;32;;32
2021;60121;Coimbra;Arganil;União das freguesias de Côja e Barril de Alva;F;65 and older;313;;313
2021;131136;Porto;Penafiel;Valpedre;F;65 and older;114;;114
2021;110921;Lisboa;Mafra;União das freguesias de Malveira e São Miguel de Alcainça;F;15 - 24 year old;537;;537
2021;30738;Braga;Fafe;União de freguesias de Agrela e Serafão;M;65 and older;116;;116
2021;171406;Vila Real;Vila Real;Campeã;M;15 - 24 year old;39;;39
2021;100505;Leiria;Bombarral;Pó;F;25 - 64 year old;251;;251
2021;180523;Viseu;Lamego;Várzea de Abrunhais;M;0 - 14 year old;11;;11
2021;51003;Castelo Branco;Vila de Rei;Vila de Rei;M;0 - 14 year old;139;;139
2021;111202;Lisboa;Sobral de Monte Agraço;Sapataria;M;15 - 24 year old;166;;166
2021;170359;Vila Real;Chaves;União das freguesias de Soutelo e Seara Velha;M;65 and older;93;;93
2021;31308;Braga;Vila Verde;Cabanelas;M;15 - 24 year old;104;;104
2021;21307;Beja;Serpa;Vila Verde de Ficalho;F;25 - 64 year old;297;;297
2021;170322;Vila Real;Chaves;Paradela;F;0 - 14 year old;4;;4
2021;60224;Coimbra;Cantanhede;União das freguesias de Vilamar e Corticeiro de Cima;F;15 - 24 year old;49;;49
2021;11008;Aveiro;Ílhavo;Ílhavo (São Salvador);M;15 - 24 year old;870;;870
2021;182005;Viseu;Tarouca;Salzedas;M;0 - 14 year old;39;;39
2021;140610;Santarém;Cartaxo;União das freguesias de Ereira e Lapa;F;25 - 64 year old;430;;430
2021;90311;Guarda;Celorico da Beira;Minhocal;M;0 - 14 year old;6;;6
2021;41109;Bragança;Vimioso;Pinelo;F;65 and older;65;;65
2021;50231;Castelo Branco;Castelo Branco;União das freguesias de Póvoa de Rio de Moinhos e Cafede;M;0 - 14 year old;50;;50
2021;450103;Ilha de São Jorge;Calheta;Ribeira Seca;M;0 - 14 year old;58;;58
2021;180516;Viseu;Lamego;Penajóia;F;15 - 24 year old;32;;32
2021;40216;Bragança;Bragança;Gimonde;F;25 - 64 year old;84;;84
2021;110661;Lisboa;Lisboa;Misericórdia;M;0 - 14 year old;516;;516
2021;91232;Guarda;Seia;União das freguesias de Santa Marinha e São Martinho;M;25 - 64 year old;306;;306
2021;31232;Braga;Vila Nova de Famalicão;Pousada de Saramagos;F;25 - 64 year old;627;;627
2021;90235;Guarda;Almeida;União das freguesias de Malpartida e Vale de Coelha;M;25 - 64 year old;34;;34
2021;41219;Bragança;Vinhais;Rebordelo;F;65 and older;158;;158
2021;182110;Viseu;Tondela;Lobão da Beira;F;65 and older;170;;170
2021;130919;Porto;Paços de Ferreira;Sanfins Lamoso Codessos;M;15 - 24 year old;382;;382
2021;50225;Castelo Branco;Castelo Branco;Tinalhas;M;65 and older;83;;83
2021;420324;Ilha de São Miguel;Ponta Delgada;Pilar da Bretanha;M;0 - 14 year old;37;;37
2021;121503;Portalegre;Sousel;Santo Amaro;F;0 - 14 year old;35;;35
2021;480105;Ilha das Flores;Lajes das Flores;Lajes das Flores;F;25 - 64 year old;142;;142
2021;30299;Braga;Barcelos;União das freguesias de Gamil e Midões;M;65 and older;100;;100
2021;40538;Bragança;Macedo de Cavaleiros;Vinhas;M;15 - 24 year old;2;;2
2021;41110;Bragança;Vimioso;Santulhão;M;65 and older;89;;89
2021;450206;Ilha de São Jorge;Velas;Velas (São Jorge);F;15 - 24 year old;78;;78
2021;460105;Ilha do Pico;Lajes do Pico;Ribeirinha;F;15 - 24 year old;18;;18
2021;160708;Viana do Castelo;Ponte de Lima;Bertiandos;M;25 - 64 year old;86;;86
2021;61314;Coimbra;Penacova;União das freguesias de São Pedro de Alva e São Paio de Mondego;F;15 - 24 year old;59;;59
2021;130504;Porto;Lousada;Caíde de Rei;F;25 - 64 year old;725;;725
2021;160106;Viana do Castelo;Arcos de Valdevez;Cabreiro;F;15 - 24 year old;10;;10
2021;111413;Lisboa;Vila Franca de Xira;União das freguesias de Alverca do Ribatejo e Sobralinho;M;15 - 24 year old;1928;;1928
2021;80506;Faro;Faro;Montenegro;F;15 - 24 year old;446;;446
2021;40536;Bragança;Macedo de Cavaleiros;Vilarinho de Agrochão;M;25 - 64 year old;48;;48
2021;420508;Ilha de São Miguel;Ribeira Grande;Rabo de Peixe;M;15 - 24 year old;717;;717
2021;111009;Lisboa;Oeiras;Porto Salvo;M;65 and older;1447;;1447
2021;90408;Guarda;Figueira de Castelo Rodrigo;Figueira de Castelo Rodrigo;M;0 - 14 year old;125;;125
2021;30415;Braga;Cabeceiras de Basto;Rio Douro;F;65 and older;138;;138
2021;20524;Beja;Beja;União das freguesias de Trigaches e São Brissos;F;65 and older;68;;68
2021;60706;Coimbra;Lousã;Gândaras;M;65 and older;134;;134
2021;30370;Braga;Braga;União das freguesias de Este (São Pedro e São Mamede);M;65 and older;357;;357
2021;130301;Porto;Felgueiras;Aião;M;25 - 64 year old;224;;224
2021;90419;Guarda;Figueira de Castelo Rodrigo;União das freguesias de Almofala e Escarigo;F;25 - 64 year old;31;;31
2021;61202;Coimbra;Pampilhosa da Serra;Dornelas do Zêzere;M;15 - 24 year old;14;;14
2021;180110;Viseu;Armamar;Queimadela;M;65 and older;27;;27
2021;30876;Braga;Guimarães;União das freguesias de Airão Santa Maria, Airão São João e Vermil;F;65 and older;421;;421
2021;140608;Santarém;Cartaxo;Vale da Pedra;F;15 - 24 year old;69;;69
2021;100806;Leiria;Figueiró dos Vinhos;União das freguesias de Figueiró dos Vinhos e Bairradas;F;0 - 14 year old;153;;153
2021;171431;Vila Real;Vila Real;União das freguesias de Adoufe e Vilarinho de Samardã;F;0 - 14 year old;146;;146
2021;40209;Bragança;Bragança;Castro de Avelãs;F;25 - 64 year old;110;;110
2021;31010;Braga;Terras de Bouro;Moimenta;F;25 - 64 year old;200;;200
2021;160121;Viana do Castelo;Arcos de Valdevez;Miranda;F;65 and older;76;;76
2021;110607;Lisboa;Lisboa;Beato;M;25 - 64 year old;3244;;3244
2021;310404;Ilha da Madeira;Machico;Porto da Cruz;M;15 - 24 year old;113;;113
2021;50613;Castelo Branco;Oleiros;Estreito-Vilar Barroco;F;15 - 24 year old;19;;19
2021;131505;Porto;Valongo;Valongo;F;25 - 64 year old;8060;;8060
2021;170353;Vila Real;Chaves;Planalto de Monforte (União das freguesias de Oucidres e Bobadela);M;0 - 14 year old;5;;5
2021;30877;Braga;Guimarães;União das freguesias de Arosa e Castelões;F;65 and older;111;;111
2021;141804;Santarém;Tomar;Carregueiros;F;25 - 64 year old;282;;282
2021;60301;Coimbra;Coimbra;Almalaguês;M;15 - 24 year old;149;;149
2021;91017;Guarda;Pinhel;Pinhel;M;25 - 64 year old;831;;831
2021;111409;Lisboa;Vila Franca de Xira;Vila Franca de Xira;M;65 and older;1757;;1757
2021;160224;Viana do Castelo;Caminha;União das freguesias de Moledo e Cristelo;M;65 and older;174;;174
2021;50506;Castelo Branco;Idanha-a-Nova;Medelim;M;25 - 64 year old;44;;44
2021;21404;Beja;Vidigueira;Vila de Frades;F;0 - 14 year old;51;;51
2021;61016;Coimbra;Montemor-o-Velho;União das freguesias de Montemor-o-Velho e Gatões;F;15 - 24 year old;157;;157
2021;90623;Guarda;Gouveia;União das freguesias de Aldeias e Mangualde da Serra;M;15 - 24 year old;23;;23
2021;90912;Guarda;Mêda;Poço do Canto;M;65 and older;64;;64
2021;30365;Braga;Braga;União das freguesias de Braga (São José de São Lázaro e São João do Souto);M;15 - 24 year old;746;;746
2021;130121;Porto;Amarante;Lufrei;F;65 and older;188;;188
2021;430116;Ilha Terceira;Angra do Heroísmo;São Mateus da Calheta;F;0 - 14 year old;287;;287
2021;30377;Braga;Braga;União das freguesias de Nogueira, Fraião e Lamaçães;F;0 - 14 year old;1215;;1215
2021;50901;Castelo Branco;Sertã;Cabeçudo;M;25 - 64 year old;243;;243
2021;160805;Viana do Castelo;Valença;Fontoura;F;65 and older;107;;107
2021;40203;Bragança;Bragança;Babe;F;65 and older;66;;66
2021;30282;Braga;Barcelos;Ucha;M;65 and older;110;;110
2021;120102;Portalegre;Alter do Chão;Chancelaria;M;0 - 14 year old;20;;20
2021;41116;Bragança;Vimioso;União das freguesias de Caçarelhos e Angueira;F;15 - 24 year old;10;;10
2021;160816;Viana do Castelo;Valença;Verdoejo;F;25 - 64 year old;147;;147
2021;120401;Portalegre;Campo Maior;Nossa Senhora da Expectação;M;25 - 64 year old;875;;875
2021;470103;Ilha do Faial;Horta;Cedros;F;0 - 14 year old;50;;50
2021;20703;Beja;Cuba;Vila Alva;M;15 - 24 year old;9;;9
2021;40608;Bragança;Miranda do Douro;Miranda do Douro;M;15 - 24 year old;99;;99
2021;30413;Braga;Cabeceiras de Basto;Pedraça;F;25 - 64 year old;191;;191
2021;121308;Portalegre;Ponte de Sor;União das freguesias de Ponte de Sor, Tramaga e Vale de Açor;F;0 - 14 year old;643;;643
2021;31003;Braga;Terras de Bouro;Campo do Gerês;F;65 and older;14;;14
2021;30213;Braga;Barcelos;Barcelinhos;M;25 - 64 year old;507;;507
2021;310901;Ilha da Madeira;Santana;Arco de São Jorge;F;25 - 64 year old;84;;84
2021;181802;Viseu;Sernancelhe;Carregal;F;0 - 14 year old;12;;12
2021;10513;Aveiro;Aveiro;Santa Joana;F;25 - 64 year old;2241;;2241
2021;182013;Viseu;Tarouca;União das freguesias de Tarouca e Dálvares;M;0 - 14 year old;318;;318
2021;101102;Leiria;Nazaré;Nazaré;M;15 - 24 year old;514;;514
2021;50611;Castelo Branco;Oleiros;Sobral;M;0 - 14 year old;0;;0
2021;30828;Braga;Guimarães;Lordelo;F;0 - 14 year old;181;;181
2021;10304;Aveiro;Anadia;Avelãs de Caminho;F;0 - 14 year old;58;;58
2021;430102;Ilha Terceira;Angra do Heroísmo;Angra (Nossa Senhora da Conceição);M;0 - 14 year old;195;;195
2021;130204;Porto;Baião;Frende;F;0 - 14 year old;22;;22
2021;90612;Guarda;Gouveia;Nespereira;M;15 - 24 year old;34;;34
2021;151102;Setúbal;Sesimbra;Sesimbra (Santiago);F;0 - 14 year old;172;;172
2021;61307;Coimbra;Penacova;Penacova;M;65 and older;356;;356
2021;70417;Évora;Estremoz;União das freguesias do Ameixial (Santa Vitória e São Bento);F;65 and older;89;;89
2021;160820;Viana do Castelo;Valença;União das freguesias de Valença, Cristelo Covo e Arão;F;65 and older;711;;711
2021;60119;Coimbra;Arganil;União das freguesias de Cepos e Teixeira;F;25 - 64 year old;31;;31
2021;130504;Porto;Lousada;Caíde de Rei;M;0 - 14 year old;160;;160
2021;50216;Castelo Branco;Castelo Branco;Monforte da Beira;M;0 - 14 year old;21;;21
2021;40809;Bragança;Mogadouro;Meirinhos;F;25 - 64 year old;56;;56
2021;160146;Viana do Castelo;Arcos de Valdevez;Soajo;F;15 - 24 year old;20;;20
2021;40311;Bragança;Carrazeda de Ansiães;Parambos;F;65 and older;45;;45
2021;20604;Beja;Castro Verde;Santa Bárbara de Padrões;M;0 - 14 year old;31;;31
2021;40713;Bragança;Mirandela;Cobro;M;15 - 24 year old;2;;2
2021;101301;Leiria;Pedrógão Grande;Graça;F;25 - 64 year old;135;;135
2021;40247;Bragança;Bragança;Serapicos;M;15 - 24 year old;5;;5
2021;110656;Lisboa;Lisboa;Arroios;F;65 and older;4133;;4133
2021;310604;Ilha da Madeira;Porto Moniz;Seixal;M;15 - 24 year old;26;;26
2021;100806;Leiria;Figueiró dos Vinhos;União das freguesias de Figueiró dos Vinhos e Bairradas;F;25 - 64 year old;863;;863
2021;30301;Braga;Braga;Adaúfe;M;65 and older;345;;345
2021;90753;Guarda;Guarda;Vila Garcia;F;15 - 24 year old;15;;15
2021;310103;Ilha da Madeira;Calheta;Estreito da Calheta;M;15 - 24 year old;90;;90
2021;40720;Bragança;Mirandela;Mascarenhas;F;65 and older;95;;95
2021;470112;Ilha do Faial;Horta;Ribeirinha;F;0 - 14 year old;39;;39
2021;11502;Aveiro;Ovar;Cortegaça;F;15 - 24 year old;187;;187
2021;31239;Braga;Vila Nova de Famalicão;Oliveira (Santa Maria);F;25 - 64 year old;952;;952
2021;131022;Porto;Paredes;Vandoma;M;65 and older;157;;157
2021;10805;Aveiro;Estarreja;Pardilhó;F;65 and older;553;;553
2021;50227;Castelo Branco;Castelo Branco;União das freguesias de Escalos de Baixo e Mata;M;15 - 24 year old;32;;32
2021;61407;Coimbra;Penela;União das freguesias de São Miguel, Santa Eufémia e Rabaçal;F;25 - 64 year old;830;;830
2021;51003;Castelo Branco;Vila de Rei;Vila de Rei;F;0 - 14 year old;127;;127
2021;180508;Viseu;Lamego;Ferreiros de Avões;M;65 and older;46;;46
2021;70103;Évora;Alandroal;Santiago Maior;F;0 - 14 year old;92;;92
2021;70416;Évora;Estremoz;União das freguesias de São Lourenço de Mamporcão e São Bento de Ana Loura;F;0 - 14 year old;18;;18
2021;450103;Ilha de São Jorge;Calheta;Ribeira Seca;F;15 - 24 year old;36;;36
2021;101002;Leiria;Marinha Grande;Vieira de Leiria;F;25 - 64 year old;1382;;1382
2021;180325;Viseu;Castro Daire;União das freguesias de Parada de Ester e Ester;F;15 - 24 year old;26;;26
2021;90509;Guarda;Fornos de Algodres;Maceira;F;0 - 14 year old;6;;6
2021;60320;Coimbra;Coimbra;São João do Campo;M;15 - 24 year old;89;;89
2021;141910;Santarém;Torres Novas;Riachos;F;25 - 64 year old;1258;;1258
2021;420101;Ilha de São Miguel;Lagoa;Água de Pau;F;15 - 24 year old;200;;200
2021;91332;Guarda;Trancoso;União das freguesias de Trancoso (São Pedro e Santa Maria) e Souto Maior;M;65 and older;353;;353
2021;181818;Viseu;Sernancelhe;União das freguesias de Ferreirim e Macieira;M;0 - 14 year old;29;;29
2021;181820;Viseu;Sernancelhe;União das freguesias de Penso e Freixinho;M;15 - 24 year old;14;;14
2021;170347;Vila Real;Chaves;Vilas Boas;M;65 and older;33;;33
2021;121102;Portalegre;Monforte;Monforte;F;0 - 14 year old;99;;99
2021;50714;Castelo Branco;Penamacor;União das freguesias de Pedrógão de São Pedro e Bemposta;M;65 and older;117;;117
2021;161019;Viana do Castelo;Vila Nova de Cerveira;União das freguesias de Vila Nova de Cerveira e Lovelhe;M;65 and older;186;;186
2021;30922;Braga;Póvoa de Lanhoso;Santo Emilião;F;25 - 64 year old;230;;230
2021;100915;Leiria;Leiria;Milagres;F;65 and older;390;;390
2021;30515;Braga;Celorico de Basto;Moreira do Castelo;M;25 - 64 year old;154;;154
2021;40819;Bragança;Mogadouro;Tó;F;65 and older;28;;28
2021;60311;Coimbra;Coimbra;Ceira;M;0 - 14 year old;169;;169
2021;181806;Viseu;Sernancelhe;Faia;F;25 - 64 year old;40;;40
2021;180404;Viseu;Cinfães;Espadanedo;F;15 - 24 year old;60;;60
2021;10419;Aveiro;Arouca;Urrô;M;65 and older;95;;95
2021;141503;Santarém;Salvaterra de Magos;Muge;M;65 and older;163;;163
2021;150501;Setúbal;Grândola;Azinheira dos Barros e São Mamede do Sádão;M;25 - 64 year old;138;;138
2021;111603;Lisboa;Odivelas;Odivelas;M;65 and older;4942;;4942
2021;130812;Porto;Matosinhos;União das freguesias de Matosinhos e Leça da Palmeira;M;0 - 14 year old;3237;;3237
2021;90314;Guarda;Celorico da Beira;Ratoeira;F;0 - 14 year old;12;;12
2021;160223;Viana do Castelo;Caminha;União das freguesias de Gondar e Orbacém;F;0 - 14 year old;20;;20
2021;30373;Braga;Braga;União das freguesias de Lomar e Arcos;F;0 - 14 year old;449;;449
2021;171437;Vila Real;Vila Real;União das freguesias de São Tomé do Castelo e Justes;M;15 - 24 year old;45;;45
2021;31409;Braga;Vizela;União das freguesias de Tagilde e Vizela (São Paio);F;65 and older;234;;234
2021;90507;Guarda;Fornos de Algodres;Infias;M;15 - 24 year old;19;;19
2021;21111;Beja;Odemira;Vila Nova de Milfontes;F;25 - 64 year old;1430;;1430
2021;130220;Porto;Baião;Viariz;F;15 - 24 year old;18;;18
2021;110120;Lisboa;Alenquer;União das freguesias de Carregado e Cadafais;M;65 and older;820;;820
2021;140122;Santarém;Abrantes;União das freguesias de Alvega e Concavada;M;15 - 24 year old;87;;87
2021;30880;Braga;Guimarães;União das freguesias de Briteiros São Salvador e Briteiros Santa Leocádia;F;0 - 14 year old;89;;89
2021;170314;Vila Real;Chaves;Lama de Arcos;M;0 - 14 year old;8;;8
2021;10407;Aveiro;Arouca;Chave;M;15 - 24 year old;65;;65
2021;70302;Évora;Borba;Orada;M;0 - 14 year old;30;;30
2021;170810;Vila Real;Peso da Régua;Vilarinho dos Freires;F;15 - 24 year old;40;;40
2021;30523;Braga;Celorico de Basto;União das freguesias de Britelo, Gémeos e Ourilhe;F;25 - 64 year old;1007;;1007
2021;171317;Vila Real;Vila Pouca de Aguiar;Sabroso de Aguiar;F;25 - 64 year old;137;;137
2021;110808;Lisboa;Lourinhã;Vimeiro;M;65 and older;189;;189
2021;30254;Braga;Barcelos;Oliveira;F;15 - 24 year old;61;;61
2021;180804;Viseu;Mortágua;Espinho;F;15 - 24 year old;32;;32
2021;81309;Faro;Silves;União das freguesias de Alcantarilha e Pêra;M;25 - 64 year old;1302;;1302
2021;31247;Braga;Vila Nova de Famalicão;Vermoim;F;25 - 64 year old;850;;850
2021;90219;Guarda;Almeida;Nave de Haver;F;15 - 24 year old;4;;4
2021;181707;Viseu;Sátão;Rio de Moinhos;F;25 - 64 year old;169;;169
2021;131132;Porto;Penafiel;Recezinhos (São Mamede);M;25 - 64 year old;360;;360
2021;40711;Bragança;Mirandela;Carvalhais;F;25 - 64 year old;291;;291
2021;71106;Évora;Reguengos de Monsaraz;União das freguesias de Campo e Campinho;M;25 - 64 year old;291;;291
2021;40221;Bragança;Bragança;Macedo do Mato;F;0 - 14 year old;1;;1
2021;30523;Braga;Celorico de Basto;União das freguesias de Britelo, Gémeos e Ourilhe;M;25 - 64 year old;954;;954
2021;40830;Bragança;Mogadouro;União das freguesias de Mogadouro, Valverde, Vale de Porco e Vilar de Rei;F;25 - 64 year old;944;;944
2021;120403;Portalegre;Campo Maior;São João Baptista;F;65 and older;493;;493
2021;160422;Viana do Castelo;Monção;Podame;F;65 and older;89;;89
2021;160301;Viana do Castelo;Melgaço;Alvaredo;F;15 - 24 year old;16;;16
2021;10919;Aveiro;Santa Maria da Feira;Paços de Brandão;F;15 - 24 year old;243;;243
2021;20902;Beja;Mértola;Corte do Pinto;F;25 - 64 year old;133;;133
2021;170215;Vila Real;Boticas;Sapiãos;M;15 - 24 year old;19;;19
2021;110909;Lisboa;Mafra;Mafra;F;0 - 14 year old;1748;;1748
2021;30373;Braga;Braga;União das freguesias de Lomar e Arcos;F;15 - 24 year old;449;;449
2021;160215;Viana do Castelo;Arcos de Valdevez;Seixas;M;65 and older;177;;177
2021;10305;Aveiro;Anadia;Avelãs de Cima;M;25 - 64 year old;478;;478
2021;41201;Bragança;Vinhais;Agrochão;F;25 - 64 year old;31;;31
2021;90602;Guarda;Gouveia;Arcozelo;F;15 - 24 year old;37;;37
2021;50911;Castelo Branco;Sertã;Pedrógão Pequeno;F;0 - 14 year old;29;;29
2021;30330;Braga;Braga;Padim da Graça;M;15 - 24 year old;83;;83
2021;171404;Vila Real;Vila Real;Arroios;M;15 - 24 year old;59;;59
2021;41229;Bragança;Vinhais;Vila Boa de Ousilhão;F;25 - 64 year old;23;;23
2021;180607;Viseu;Mangualde;Fornos de Maceira Dão;F;65 and older;214;;214
2021;60708;Coimbra;Lousã;União das freguesias de Lousã e Vilarinho;F;65 and older;1580;;1580
2021;90612;Guarda;Gouveia;Nespereira;F;0 - 14 year old;35;;35
2021;181412;Viseu;Santa Comba Dão;União das freguesias de Treixedo e Nagozela;F;0 - 14 year old;57;;57
2021;30914;Braga;Póvoa de Lanhoso;Geraz do Minho;F;25 - 64 year old;148;;148
2021;20523;Beja;Beja;União das freguesias de Santa Vitória e Mombeja;M;65 and older;99;;99
2021;90803;Guarda;Manteigas;Manteigas (São Pedro);F;65 and older;270;;270
2021;91028;Guarda;Pinhel;Agregação das freguesias Sul de Pinhel;F;65 and older;73;;73
2021;130302;Porto;Felgueiras;Airães;M;25 - 64 year old;594;;594
2021;420507;Ilha de São Miguel;Ribeira Grande;Porto Formoso;M;15 - 24 year old;93;;93
2021;30930;Braga;Póvoa de Lanhoso;União das freguesias de Águas Santas e Moure;M;65 and older;72;;72
2021;40718;Bragança;Mirandela;Lamas de Orelhão;F;25 - 64 year old;78;;78
2021;111512;Lisboa;Amadora;Alfragide;F;25 - 64 year old;4804;;4804
2021;60704;Coimbra;Lousã;Serpins;F;65 and older;246;;246
2021;182006;Viseu;Tarouca;São João de Tarouca;M;65 and older;82;;82
2021;41239;Bragança;Vinhais;União das freguesias de Quirás e Pinheiro Novo;F;0 - 14 year old;0;;0
2021;181801;Viseu;Sernancelhe;Arnas;M;65 and older;26;;26
2021;120303;Portalegre;Avis;Avis;F;0 - 14 year old;100;;100
2021;131614;Porto;Vila do Conde;Macieira da Maia;M;15 - 24 year old;144;;144
2021;171436;Vila Real;Vila Real;União das freguesias de Pena, Quintã e Vila Cova;F;15 - 24 year old;27;;27
2021;470102;Ilha do Faial;Horta;Castelo Branco;F;65 and older;129;;129
2021;310102;Ilha da Madeira;Calheta;Calheta;F;15 - 24 year old;154;;154
2021;111014;Lisboa;Oeiras;União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias;F;65 and older;9029;;9029
2021;160704;Viana do Castelo;Ponte de Lima;Arcozelo;M;25 - 64 year old;943;;943
2021;40811;Bragança;Mogadouro;Paradela;F;25 - 64 year old;29;;29
2021;70107;Évora;Alandroal;União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto);F;0 - 14 year old;128;;128
2021;101504;Leiria;Pombal;Carnide;F;15 - 24 year old;84;;84
2021;110658;Lisboa;Lisboa;Belém;F;0 - 14 year old;1237;;1237
2021;91133;Guarda;Sabugal;Sortelha;F;65 and older;72;;72
2021;141703;Santarém;Sardoal;Sardoal;F;65 and older;371;;371
2021;71401;Évora;Vila Viçosa;Bencatel;F;65 and older;214;;214
2021;120502;Portalegre;Castelo de Vide;Santa Maria da Devesa;F;0 - 14 year old;54;;54
2021;460102;Ilha do Pico;Lajes do Pico;Lajes do Pico;M;15 - 24 year old;91;;91
2021;120402;Portalegre;Campo Maior;Nossa Senhora da Graça dos Degolados;F;25 - 64 year old;160;;160
2021;20606;Beja;Castro Verde;União das freguesias de Castro Verde e Casével;F;0 - 14 year old;358;;358
2021;10908;Aveiro;Santa Maria da Feira;Fornos;F;25 - 64 year old;1008;;1008
2021;40304;Bragança;Carrazeda de Ansiães;Carrazeda de Ansiães;M;65 and older;194;;194
2021;130335;Porto;Felgueiras;União das freguesias de Margaride (Santa Eulália), Várzea, Lagares, Varziela e Moure;M;15 - 24 year old;1124;;1124
2021;30315;Braga;Braga;Figueiredo;F;15 - 24 year old;64;;64
2021;30883;Braga;Guimarães;União das freguesias de Leitões, Oleiros e Figueiredo;F;25 - 64 year old;399;;399
2021;460304;Ilha do Pico;São Roque do Pico;Santo António;F;65 and older;63;;63
2021;420511;Ilha de São Miguel;Ribeira Grande;Ribeira Seca;M;25 - 64 year old;781;;781
2021;181620;Viseu;São Pedro do Sul;União das freguesias de Carvalhais e Candal;F;15 - 24 year old;71;;71
2021;130139;Porto;Amarante;Vila Chã do Marão;F;15 - 24 year old;35;;35
2021;90612;Guarda;Gouveia;Nespereira;M;65 and older;110;;110
2021;30205;Braga;Barcelos;Airó;F;0 - 14 year old;50;;50
2021;31108;Braga;Vieira do Minho;Guilhofrei;F;15 - 24 year old;41;;41
2021;131808;Porto;Trofa;Muro;M;25 - 64 year old;488;;488
2021;30404;Braga;Cabeceiras de Basto;Basto;M;65 and older;44;;44
2021;21302;Beja;Serpa;Brinches;F;0 - 14 year old;40;;40
2021;110602;Lisboa;Lisboa;Alcântara;F;15 - 24 year old;631;;631
2021;160434;Viana do Castelo;Monção;União das freguesias de Anhões e Luzio;M;15 - 24 year old;2;;2
2021;60222;Coimbra;Cantanhede;União das freguesias de Portunhos e Outil;F;15 - 24 year old;104;;104
2021;181615;Viseu;São Pedro do Sul;Serrazes;F;25 - 64 year old;208;;208
2021;171316;Vila Real;Vila Pouca de Aguiar;Vreia de Jales;F;15 - 24 year old;34;;34
2021;160514;Viana do Castelo;Paredes de Coura;Padornelo;M;25 - 64 year old;108;;108
2021;11404;Aveiro;Oliveira do Bairro;Oliveira do Bairro;F;0 - 14 year old;447;;447
2021;40511;Bragança;Macedo de Cavaleiros;Corujas;M;15 - 24 year old;8;;8
2021;130341;Porto;Felgueiras;União das freguesias de Vila Verde e Santão;F;0 - 14 year old;65;;65
2021;91018;Guarda;Pinhel;Pínzio;F;65 and older;105;;105
2021;151103;Setúbal;Sesimbra;Quinta do Conde;F;25 - 64 year old;8153;;8153
2021;91415;Guarda;Vila Nova de Foz Côa;Seixas;F;0 - 14 year old;10;;10
2021;30206;Braga;Barcelos;Aldreu;F;15 - 24 year old;45;;45
2021;30356;Braga;Braga;Tadim;M;0 - 14 year old;101;;101
2021;110304;Lisboa;Azambuja;Azambuja;M;25 - 64 year old;2100;;2100
2021;20803;Beja;Ferreira do Alentejo;Figueira dos Cavaleiros;F;25 - 64 year old;276;;276
2021;20208;Beja;Almodôvar;Aldeia dos Fernandes;F;15 - 24 year old;28;;28
2021;470112;Ilha do Faial;Horta;Ribeirinha;F;15 - 24 year old;20;;20
2021;170310;Vila Real;Chaves;Curalha;F;0 - 14 year old;21;;21
2021;30291;Braga;Barcelos;União das freguesias de Alvito (São Pedro e São Martinho) e Couto;F;15 - 24 year old;94;;94
2021;171219;Vila Real;Valpaços;Santa Maria de Emeres;M;0 - 14 year old;9;;9
2021;11204;Aveiro;Murtosa;Torreira;M;0 - 14 year old;209;;209
2021;180709;Viseu;Moimenta da Beira;Leomil;F;25 - 64 year old;283;;283
2021;130527;Porto;Lousada;União das freguesias de Cernadelo e Lousada (São Miguel e Santa Margarida);M;15 - 24 year old;124;;124
2021;31206;Braga;Vila Nova de Famalicão;Brufe;F;25 - 64 year old;612;;612
2021;60301;Coimbra;Coimbra;Almalaguês;F;0 - 14 year old;145;;145
2021;160755;Viana do Castelo;Ponte de Lima;Bárrio e Cepões;M;0 - 14 year old;47;;47
2021;160935;Viana do Castelo;Viana do Castelo;Vila Franca;F;15 - 24 year old;77;;77
2021;40813;Bragança;Mogadouro;Peredo da Bemposta;F;65 and older;52;;52
2021;30113;Braga;Amares;Lago;F;25 - 64 year old;517;;517
2021;40404;Bragança;Freixo de Espada à Cinta;Ligares;F;65 and older;96;;96
2021;30917;Braga;Póvoa de Lanhoso;Monsul;F;0 - 14 year old;30;;30
2021;171013;Vila Real;Sabrosa;Souto Maior;M;15 - 24 year old;20;;20
2021;181814;Viseu;Sernancelhe;Quintela;F;25 - 64 year old;61;;61
2021;180406;Viseu;Cinfães;Fornelos;M;65 and older;66;;66
2021;170116;Vila Real;Alijó;Vila Chã;M;25 - 64 year old;100;;100
2021;60337;Coimbra;Coimbra;União das freguesias de São Martinho de Árvore e Lamarosa;F;65 and older;449;;449
2021;40516;Bragança;Macedo de Cavaleiros;Lagoa;F;15 - 24 year old;4;;4
2021;430204;Ilha Terceira;Vila da Praia da Vitória;Fonte do Bastardo;F;15 - 24 year old;66;;66
